CountryName,subset,question_code,question_label,answer,percentage,CountryID
Portugal,Transgender,tr5,"Have you gone abroad or considered going abroad for medical treatment to alter your physical appearance, including buying hormones over the internet from other countries?","No, I have not done",31.0,PT
Portugal,Transgender,tr5,"Have you gone abroad or considered going abroad for medical treatment to alter your physical appearance, including buying hormones over the internet from other countries?","No, I would not do",54.0,PT
Romania,Transgender,tr5,"Have you gone abroad or considered going abroad for medical treatment to alter your physical appearance, including buying hormones over the internet from other countries?","Yes, I have done",2.0,RO
Romania,Transgender,tr5,"Have you gone abroad or considered going abroad for medical treatment to alter your physical appearance, including buying hormones over the internet from other countries?","Yes, I would do",11.0,RO
Romania,Transgender,tr5,"Have you gone abroad or considered going abroad for medical treatment to alter your physical appearance, including buying hormones over the internet from other countries?",Maybe,10.0,RO
Romania,Transgender,tr5,"Have you gone abroad or considered going abroad for medical treatment to alter your physical appearance, including buying hormones over the internet from other countries?","No, I have not done",16.0,RO
Romania,Transgender,tr5,"Have you gone abroad or considered going abroad for medical treatment to alter your physical appearance, including buying hormones over the internet from other countries?","No, I would not do",61.0,RO
Sweden,Transgender,tr5,"Have you gone abroad or considered going abroad for medical treatment to alter your physical appearance, including buying hormones over the internet from other countries?","Yes, I have done",14.0,SE
Sweden,Transgender,tr5,"Have you gone abroad or considered going abroad for medical treatment to alter your physical appearance, including buying hormones over the internet from other countries?","Yes, I would do",13.0,SE
Sweden,Transgender,tr5,"Have you gone abroad or considered going abroad for medical treatment to alter your physical appearance, including buying hormones over the internet from other countries?",Maybe,11.0,SE
Sweden,Transgender,tr5,"Have you gone abroad or considered going abroad for medical treatment to alter your physical appearance, including buying hormones over the internet from other countries?","No, I have not done",30.0,SE
Sweden,Transgender,tr5,"Have you gone abroad or considered going abroad for medical treatment to alter your physical appearance, including buying hormones over the internet from other countries?","No, I would not do",32.0,SE
Slovenia,Transgender,tr5,"Have you gone abroad or considered going abroad for medical treatment to alter your physical appearance, including buying hormones over the internet from other countries?","Yes, I have done",7.0,SI
Slovenia,Transgender,tr5,"Have you gone abroad or considered going abroad for medical treatment to alter your physical appearance, including buying hormones over the internet from other countries?","Yes, I would do",3.0,SI
Slovenia,Transgender,tr5,"Have you gone abroad or considered going abroad for medical treatment to alter your physical appearance, including buying hormones over the internet from other countries?",Maybe,7.0,SI
Slovenia,Transgender,tr5,"Have you gone abroad or considered going abroad for medical treatment to alter your physical appearance, including buying hormones over the internet from other countries?","No, I have not done",31.0,SI
Slovenia,Transgender,tr5,"Have you gone abroad or considered going abroad for medical treatment to alter your physical appearance, including buying hormones over the internet from other countries?","No, I would not do",52.0,SI
Slovakia,Transgender,tr5,"Have you gone abroad or considered going abroad for medical treatment to alter your physical appearance, including buying hormones over the internet from other countries?","Yes, I have done",3.0,SK
Slovakia,Transgender,tr5,"Have you gone abroad or considered going abroad for medical treatment to alter your physical appearance, including buying hormones over the internet from other countries?","Yes, I would do",11.0,SK
Slovakia,Transgender,tr5,"Have you gone abroad or considered going abroad for medical treatment to alter your physical appearance, including buying hormones over the internet from other countries?",Maybe,16.0,SK
Slovakia,Transgender,tr5,"Have you gone abroad or considered going abroad for medical treatment to alter your physical appearance, including buying hormones over the internet from other countries?","No, I have not done",16.0,SK
Slovakia,Transgender,tr5,"Have you gone abroad or considered going abroad for medical treatment to alter your physical appearance, including buying hormones over the internet from other countries?","No, I would not do",55.0,SK
United Kingdom,Transgender,tr5,"Have you gone abroad or considered going abroad for medical treatment to alter your physical appearance, including buying hormones over the internet from other countries?","Yes, I have done",20.0,GB
United Kingdom,Transgender,tr5,"Have you gone abroad or considered going abroad for medical treatment to alter your physical appearance, including buying hormones over the internet from other countries?","Yes, I would do",13.0,GB
United Kingdom,Transgender,tr5,"Have you gone abroad or considered going abroad for medical treatment to alter your physical appearance, including buying hormones over the internet from other countries?",Maybe,16.0,GB
United Kingdom,Transgender,tr5,"Have you gone abroad or considered going abroad for medical treatment to alter your physical appearance, including buying hormones over the internet from other countries?","No, I have not done",23.0,GB
United Kingdom,Transgender,tr5,"Have you gone abroad or considered going abroad for medical treatment to alter your physical appearance, including buying hormones over the internet from other countries?","No, I would not do",27.0,GB
Average,Transgender,tr5,"Have you gone abroad or considered going abroad for medical treatment to alter your physical appearance, including buying hormones over the internet from other countries?","Yes, I have done",8.0,Unknown code
Average,Transgender,tr5,"Have you gone abroad or considered going abroad for medical treatment to alter your physical appearance, including buying hormones over the internet from other countries?","Yes, I would do",10.0,Unknown code
Average,Transgender,tr5,"Have you gone abroad or considered going abroad for medical treatment to alter your physical appearance, including buying hormones over the internet from other countries?",Maybe,12.0,Unknown code
Average,Transgender,tr5,"Have you gone abroad or considered going abroad for medical treatment to alter your physical appearance, including buying hormones over the internet from other countries?","No, I have not done",25.0,Unknown code
Average,Transgender,tr5,"Have you gone abroad or considered going abroad for medical treatment to alter your physical appearance, including buying hormones over the internet from other countries?","No, I would not do",44.0,Unknown code
Austria,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Strongly disagree,4.0,AT
Austria,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Disagree,4.0,AT
Austria,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Agree,34.0,AT
Austria,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Strongly agree,29.0,AT
Austria,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Current situation is fine,9.0,AT
Austria,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Don`t know,22.0,AT
Belgium,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Strongly disagree,2.0,BE
Belgium,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Disagree,5.0,BE
Belgium,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Agree,19.0,BE
Belgium,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Strongly agree,28.0,BE
Belgium,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Current situation is fine,17.0,BE
Belgium,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Don`t know,27.0,BE
Bulgaria,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Strongly disagree,6.0,BG
Bulgaria,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Disagree,4.0,BG
Bulgaria,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Agree,26.0,BG
Bulgaria,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Strongly agree,24.0,BG
Bulgaria,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Current situation is fine,6.0,BG
Bulgaria,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Don`t know,35.0,BG
Cyprus,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Strongly disagree,4.0,CY
Cyprus,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Disagree,4.0,CY
Cyprus,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Agree,4.0,CY
Cyprus,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Strongly agree,56.0,CY
Cyprus,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Current situation is fine,4.0,CY
Cyprus,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Don`t know,28.0,CY
Czech Republic,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Strongly disagree,2.0,CZ
Czech Republic,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Disagree,10.0,CZ
Czech Republic,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Agree,28.0,CZ
Czech Republic,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Strongly agree,18.0,CZ
Czech Republic,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Current situation is fine,22.0,CZ
Czech Republic,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Don`t know,19.0,CZ
Germany,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Strongly disagree,3.0,DE
Germany,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Disagree,6.0,DE
Germany,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Agree,33.0,DE
Germany,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Strongly agree,29.0,DE
Germany,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Current situation is fine,12.0,DE
Germany,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Don`t know,18.0,DE
Denmark,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Strongly disagree,3.0,DK
Denmark,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Disagree,3.0,DK
Denmark,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Agree,22.0,DK
Denmark,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Strongly agree,51.0,DK
Denmark,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Current situation is fine,7.0,DK
Denmark,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Don`t know,14.0,DK
Estonia,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Strongly disagree,0.0,EE
Estonia,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Disagree,0.0,EE
Estonia,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Agree,33.0,EE
Estonia,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Strongly agree,33.0,EE
Estonia,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Current situation is fine,0.0,EE
Estonia,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Don`t know,33.0,EE
Greece,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Strongly disagree,3.0,GR
Greece,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Disagree,2.0,GR
Greece,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Agree,27.0,GR
Greece,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Strongly agree,40.0,GR
Greece,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Current situation is fine,4.0,GR
Greece,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Don`t know,24.0,GR
Spain,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Strongly disagree,5.0,ES
Spain,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Disagree,2.0,ES
Spain,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Agree,22.0,ES
Spain,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Strongly agree,43.0,ES
Spain,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Current situation is fine,7.0,ES
Spain,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Don`t know,21.0,ES
Finland,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Strongly disagree,1.0,FI
Finland,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Disagree,3.0,FI
Finland,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Agree,29.0,FI
Finland,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Strongly agree,32.0,FI
Finland,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Current situation is fine,15.0,FI
Finland,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Don`t know,21.0,FI
France,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Strongly disagree,4.0,FR
France,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Disagree,4.0,FR
France,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Agree,25.0,FR
France,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Strongly agree,36.0,FR
France,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Current situation is fine,7.0,FR
France,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Don`t know,24.0,FR
Croatia,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Strongly disagree,5.0,HR
Croatia,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Disagree,5.0,HR
Croatia,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Agree,26.0,HR
Croatia,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Strongly agree,24.0,HR
Croatia,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Current situation is fine,6.0,HR
Croatia,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Don`t know,34.0,HR
Hungary,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Strongly disagree,6.0,HU
Hungary,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Disagree,2.0,HU
Hungary,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Agree,27.0,HU
Hungary,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Strongly agree,43.0,HU
Hungary,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Current situation is fine,6.0,HU
Hungary,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Don`t know,16.0,HU
Ireland,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Strongly disagree,2.0,IE
Ireland,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Disagree,4.0,IE
Ireland,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Agree,20.0,IE
Ireland,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Strongly agree,58.0,IE
Ireland,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Current situation is fine,6.0,IE
Ireland,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Don`t know,11.0,IE
Italy,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Strongly disagree,4.0,IT
Italy,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Disagree,3.0,IT
Italy,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Agree,24.0,IT
Italy,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Strongly agree,28.0,IT
Italy,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Current situation is fine,6.0,IT
Italy,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Don`t know,33.0,IT
Lithuania,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Strongly disagree,2.0,LT
Lithuania,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Disagree,10.0,LT
Lithuania,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Agree,32.0,LT
Lithuania,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Strongly agree,32.0,LT
Lithuania,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Current situation is fine,2.0,LT
Lithuania,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Don`t know,20.0,LT
Luxembourg,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Strongly disagree,5.0,LU
Luxembourg,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Disagree,0.0,LU
Luxembourg,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Agree,24.0,LU
Luxembourg,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Strongly agree,29.0,LU
Luxembourg,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Current situation is fine,13.0,LU
Luxembourg,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Don`t know,29.0,LU
Latvia,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Strongly disagree,2.0,LV
Latvia,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Disagree,7.0,LV
Latvia,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Agree,30.0,LV
Latvia,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Strongly agree,26.0,LV
Latvia,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Current situation is fine,15.0,LV
Latvia,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Don`t know,20.0,LV
Malta,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Strongly disagree,,MT
Malta,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Disagree,,MT
Malta,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Agree,,MT
Malta,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Strongly agree,,MT
Malta,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Current situation is fine,,MT
Malta,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Don`t know,,MT
Netherlands,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Strongly disagree,3.0,NL
Netherlands,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Disagree,3.0,NL
Netherlands,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Agree,27.0,NL
Netherlands,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Strongly agree,39.0,NL
Netherlands,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Current situation is fine,14.0,NL
Netherlands,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Don`t know,15.0,NL
Poland,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Strongly disagree,3.0,PL
Poland,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Disagree,3.0,PL
Poland,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Agree,27.0,PL
Poland,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Strongly agree,40.0,PL
Poland,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Current situation is fine,5.0,PL
Poland,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Don`t know,22.0,PL
Portugal,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Strongly disagree,5.0,PT
Portugal,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Disagree,5.0,PT
Portugal,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Agree,29.0,PT
Portugal,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Strongly agree,36.0,PT
Portugal,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Current situation is fine,6.0,PT
Portugal,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Don`t know,21.0,PT
Romania,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Strongly disagree,10.0,RO
Romania,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Disagree,7.0,RO
Romania,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Agree,28.0,RO
Romania,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Strongly agree,23.0,RO
Romania,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Current situation is fine,4.0,RO
Romania,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Don`t know,28.0,RO
Sweden,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Strongly disagree,1.0,SE
Sweden,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Disagree,3.0,SE
Sweden,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Agree,28.0,SE
Sweden,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Strongly agree,43.0,SE
Sweden,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Current situation is fine,10.0,SE
Sweden,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Don`t know,14.0,SE
Slovenia,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Strongly disagree,7.0,SI
Slovenia,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Disagree,0.0,SI
Slovenia,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Agree,10.0,SI
Slovenia,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Strongly agree,31.0,SI
Slovenia,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Current situation is fine,10.0,SI
Slovenia,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Don`t know,41.0,SI
Slovakia,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Strongly disagree,5.0,SK
Slovakia,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Disagree,13.0,SK
Slovakia,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Agree,39.0,SK
Slovakia,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Strongly agree,23.0,SK
Slovakia,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Current situation is fine,5.0,SK
Slovakia,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Don`t know,15.0,SK
United Kingdom,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Strongly disagree,2.0,GB
United Kingdom,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Disagree,3.0,GB
United Kingdom,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Agree,27.0,GB
United Kingdom,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Strongly agree,46.0,GB
United Kingdom,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Current situation is fine,14.0,GB
United Kingdom,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Don`t know,8.0,GB
Average,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Strongly disagree,4.0,Unknown code
Average,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Disagree,4.0,Unknown code
Average,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Agree,27.0,Unknown code
Average,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Strongly agree,35.0,Unknown code
Average,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Current situation is fine,9.0,Unknown code
Average,Transgender,tr6_a,More options for medical treatment - What would allow you to be more comfortable living as a transgender person in the country where you live?,Don`t know,21.0,Unknown code
Austria,Transgender,tr6_b,Easier legal procedures for gender recognition in the preferred gender - What would allow you to be more comfortable living as a transgender person in the country where you live?,Strongly disagree,2.0,AT
