,question_code,answer,question_label
263,fb1_9,Lesbian,LAST incident of harassment in the past 12 months - Do you think the perpetrator(s) was ...? (sexual orientation)
264,fb1_9,Mixed sexual orientation,LAST incident of harassment in the past 12 months - Do you think the perpetrator(s) was ...? (sexual orientation)
265,fb2_10,"At an LGBT specific venue (e.g. club, bar) or event (e.g. pride)",MOST SERIOUS incident of harassment - Where did it happen?
266,fb2_10,At my home,MOST SERIOUS incident of harassment - Where did it happen?
267,fb2_10,"At school, university",MOST SERIOUS incident of harassment - Where did it happen?
268,fb2_10,At the workplace,MOST SERIOUS incident of harassment - Where did it happen?
269,fb2_10,Elsewhere indoors,MOST SERIOUS incident of harassment - Where did it happen?
270,fb2_10,Elsewhere outdoors,MOST SERIOUS incident of harassment - Where did it happen?
271,fb2_10,"In a cafe, restaurant, pub, club",MOST SERIOUS incident of harassment - Where did it happen?
272,fb2_10,In a car,MOST SERIOUS incident of harassment - Where did it happen?
273,fb2_10,"In a park, forest",MOST SERIOUS incident of harassment - Where did it happen?
274,fb2_10,In a sports club,MOST SERIOUS incident of harassment - Where did it happen?
275,fb2_10,"In a street, square, car parking lot or other public place",MOST SERIOUS incident of harassment - Where did it happen?
276,fb2_10,In public transport,MOST SERIOUS incident of harassment - Where did it happen?
277,fb2_10,"In some other residential building, apartment",MOST SERIOUS incident of harassment - Where did it happen?
278,fb2_10,"On the internet / email (including Facebook, Twitter, etc.)",MOST SERIOUS incident of harassment - Where did it happen?
279,fb2_10,Other,MOST SERIOUS incident of harassment - Where did it happen?
280,fb2_11,Don`t know,MOST SERIOUS incident of harassment - Did you or anyone else report it to the police?
281,fb2_11,No,MOST SERIOUS incident of harassment - Did you or anyone else report it to the police?
282,fb2_11,Yes,MOST SERIOUS incident of harassment - Did you or anyone else report it to the police?
283,fb2_12,Dealt with it myself/involved a friend/family matter,MOST SERIOUS incident of harassment - Why did you not report it to the police?
284,fb2_12,Did not think they could do anything,MOST SERIOUS incident of harassment - Why did you not report it to the police?
285,fb2_12,Did not think they would do anything,MOST SERIOUS incident of harassment - Why did you not report it to the police?
286,fb2_12,Didn`t want the offender arrested or to get in trouble with the police,MOST SERIOUS incident of harassment - Why did you not report it to the police?
287,fb2_12,Fear of a homophobic and/or transphobic reaction from the police,MOST SERIOUS incident of harassment - Why did you not report it to the police?
288,fb2_12,"Fear of offender, fear of reprisal",MOST SERIOUS incident of harassment - Why did you not report it to the police?
289,fb2_12,Other reason,MOST SERIOUS incident of harassment - Why did you not report it to the police?
290,fb2_12,"Shame, embarrassment, didn`t want anyone to know",MOST SERIOUS incident of harassment - Why did you not report it to the police?
291,fb2_12,Thought it was my fault,MOST SERIOUS incident of harassment - Why did you not report it to the police?
292,fb2_12,Too emotionally upset to contact the police,MOST SERIOUS incident of harassment - Why did you not report it to the police?
293,fb2_12,Too minor / not serious enough / never occurred to me,MOST SERIOUS incident of harassment - Why did you not report it to the police?
294,fb2_12,Went directly to a magistrate or judge to report the incident,MOST SERIOUS incident of harassment - Why did you not report it to the police?
295,fb2_12,Went someplace else for help,MOST SERIOUS incident of harassment - Why did you not report it to the police?
296,fb2_12,Would not be believed,MOST SERIOUS incident of harassment - Why did you not report it to the police?
297,fb2_12,omebody stopped me or discouraged me,MOST SERIOUS incident of harassment - Why did you not report it to the police?
298,fb2_13,General victim support organisation,MOST SERIOUS incident of harassment - Did you or anyone else report it to any of the following organisations / institutions? *
299,fb2_13,Hospital or other medical service,MOST SERIOUS incident of harassment - Did you or anyone else report it to any of the following organisations / institutions? *
300,fb2_13,Internet service provider,MOST SERIOUS incident of harassment - Did you or anyone else report it to any of the following organisations / institutions? *
301,fb2_13,LGBT organisation,MOST SERIOUS incident of harassment - Did you or anyone else report it to any of the following organisations / institutions? *
302,fb2_13,"No, did not report",MOST SERIOUS incident of harassment - Did you or anyone else report it to any of the following organisations / institutions? *
303,fb2_13,Non-governmental organisation,MOST SERIOUS incident of harassment - Did you or anyone else report it to any of the following organisations / institutions? *
304,fb2_13,Other organisation,MOST SERIOUS incident of harassment - Did you or anyone else report it to any of the following organisations / institutions? *
305,fb2_13,Rape crisis centre,MOST SERIOUS incident of harassment - Did you or anyone else report it to any of the following organisations / institutions? *
306,fb2_13,State or national institution (such as an Equality Body),MOST SERIOUS incident of harassment - Did you or anyone else report it to any of the following organisations / institutions? *
307,fb2_4,Aggressive gestures (such as pointing),"Thinking about the MOST SERIOUS incident of harassment, what happened to you? *"
308,fb2_4,Bullying,"Thinking about the MOST SERIOUS incident of harassment, what happened to you? *"
309,fb2_4,Excessive /constant negative comments,"Thinking about the MOST SERIOUS incident of harassment, what happened to you? *"
310,fb2_4,Isolation from something or somebody; ignoring,"Thinking about the MOST SERIOUS incident of harassment, what happened to you? *"
311,fb2_4,Name calling,"Thinking about the MOST SERIOUS incident of harassment, what happened to you? *"
312,fb2_4,Other,"Thinking about the MOST SERIOUS incident of harassment, what happened to you? *"
313,fb2_4,"Other non-verbal insult, abuse, humiliation (such as text or image)","Thinking about the MOST SERIOUS incident of harassment, what happened to you? *"
314,fb2_4,Other verbal insult/abuse/humiliation,"Thinking about the MOST SERIOUS incident of harassment, what happened to you? *"
315,fb2_4,Ridiculing (making jokes about you),"Thinking about the MOST SERIOUS incident of harassment, what happened to you? *"
316,fb2_5,Don`t know,"Do you think the MOST SERIOUS incident of harassment happened partly or completely because you were perceived to be L, G, B or T?"
317,fb2_5,No,"Do you think the MOST SERIOUS incident of harassment happened partly or completely because you were perceived to be L, G, B or T?"
318,fb2_5,Yes,"Do you think the MOST SERIOUS incident of harassment happened partly or completely because you were perceived to be L, G, B or T?"
319,fb2_6,Alone,"MOST SERIOUS incident of harassment - Was the perpetrator alone, or was there more than one perpetrator?"
320,fb2_6,Don`t know,"MOST SERIOUS incident of harassment - Was the perpetrator alone, or was there more than one perpetrator?"
321,fb2_6,More perpetrators,"MOST SERIOUS incident of harassment - Was the perpetrator alone, or was there more than one perpetrator?"
322,fb2_7,"A customer, client or patient",MOST SERIOUS incident of harassment - who was the perpetrator?
323,fb2_7,Colleague at work,MOST SERIOUS incident of harassment - who was the perpetrator?
324,fb2_7,Family/household member,MOST SERIOUS incident of harassment - who was the perpetrator?
325,fb2_7,Member of an extremist/racist group,MOST SERIOUS incident of harassment - who was the perpetrator?
326,fb2_7,Neighbour,MOST SERIOUS incident of harassment - who was the perpetrator?
327,fb2_7,Other,MOST SERIOUS incident of harassment - who was the perpetrator?
328,fb2_7,"Other public official (e.g. border guard, civil servant)",MOST SERIOUS incident of harassment - who was the perpetrator?
329,fb2_7,Police officer,MOST SERIOUS incident of harassment - who was the perpetrator?
330,fb2_7,Security officer/bouncer,MOST SERIOUS incident of harassment - who was the perpetrator?
331,fb2_7,Someone else you didn`t know,MOST SERIOUS incident of harassment - who was the perpetrator?
332,fb2_7,Someone else you know,MOST SERIOUS incident of harassment - who was the perpetrator?
333,fb2_7,"Someone from school, college or university",MOST SERIOUS incident of harassment - who was the perpetrator?
334,fb2_7,Teenager or group of teenagers,MOST SERIOUS incident of harassment - who was the perpetrator?
335,fb2_8,Both male and female,MOST SERIOUS incident of harassment - What was the gender of the perpetrator(s)?
336,fb2_8,Don`t know,MOST SERIOUS incident of harassment - What was the gender of the perpetrator(s)?
337,fb2_8,Female,MOST SERIOUS incident of harassment - What was the gender of the perpetrator(s)?
338,fb2_8,Male,MOST SERIOUS incident of harassment - What was the gender of the perpetrator(s)?
339,fb2_9,Bisexual,MOST SERIOUS incident of harassment - Do you think the perpetrator(s) was ...? (sexual orientation)
340,fb2_9,Don`t know,MOST SERIOUS incident of harassment - Do you think the perpetrator(s) was ...? (sexual orientation)
341,fb2_9,Gay,MOST SERIOUS incident of harassment - Do you think the perpetrator(s) was ...? (sexual orientation)
342,fb2_9,Heterosexual/Straight,MOST SERIOUS incident of harassment - Do you think the perpetrator(s) was ...? (sexual orientation)
343,fb2_9,Lesbian,MOST SERIOUS incident of harassment - Do you think the perpetrator(s) was ...? (sexual orientation)
344,fb2_9,Mixed sexual orientation,MOST SERIOUS incident of harassment - Do you think the perpetrator(s) was ...? (sexual orientation)
